,name,size,terrace,age_1,ku,room,Living,Dining,Kitchen,Service,No.ofRooms,price
471,パレ・ホームズ大泉学園,78.96,6.57,4837 days,練馬,2,1,1,1,1,6,3180
472,クレール芝,38.03,6.75,14182 days,港,1,1,1,1,0,4,3180
473,エンゼルハイム金町第二,61.6,20.86,9799 days,葛飾,3,1,1,1,0,6,3180
474,サンライズ渋谷,33.81,3.41,15429 days,渋谷,1,1,1,1,0,4,3180
476,ソフトタウン小島町,66,7.73,16373 days,江戸川,3,1,1,1,0,6,3180
477,飯田グループの窓口対応　～ウィン青山～,27,2.68,15003 days,港,1,0,0,0,0,1,3180
478,パレホームズ大泉学園,78.96,6.57,4837 days,練馬,2,1,1,1,1,6,3180
479,ベウラ大泉学園,72,9.55,11046 days,練馬,2,1,1,1,1,6,3180
480,金町ガーデンハウス,68.06,7.46,8369 days,葛飾,3,1,1,1,0,6,3180
481,メゾンドール高田馬場,36.4,3.24,17286 days,新宿,1,1,1,1,0,4,3180
482,マイキャッスル北千住,64.55,10.43,8946 days,足立,2,1,1,1,1,6,3180
483,白山サニーハイツ,51.45,6.74,16982 days,文京,2,1,1,1,0,5,3180
484,ベウラ大泉学園,72,9.55,10985 days,練馬,2,1,1,1,1,6,3180
485,パークハイム東陽町,67.63,8.12,13176 days,江東,3,1,1,1,0,6,3180
487,ハイム秋葉原,38.88,5,15095 days,台東,1,1,1,1,1,5,3180
489,自由が丘メープル,45.45,2,15917 days,目黒,1,1,1,1,0,4,3180
490,ライオンズマンション大森海岸,42.75,6.08,15947 days,品川,2,1,1,1,0,5,3190
491,ニックハイム日本橋,43.2,4.5,14729 days,中央,1,1,1,1,0,4,3190
492,シャトレー駒沢,36.79,5.55,16251 days,世田谷,1,1,1,1,0,4,3190
493,ソフィア西綾瀬コンサイスハウス,96,-,6786 days,足立,2,1,1,1,1,6,3190
494,朝日パリオ南大泉,63.31,8.75,9858 days,練馬,3,1,1,1,0,6,3190
495,善福寺コーポ,70.42,5.5,16921 days,練馬,3,1,1,1,0,6,3198
496,ワコー亀戸マンション,58.02,3.71,14182 days,江東,2,1,1,1,0,5,3198
497,パールハイツ幡ヶ谷,48.6,5.4,16921 days,渋谷,2,0,1,1,0,4,3199
498,目白コーポ,55.3,11,18930 days,豊島,2,0,1,1,0,4,3199
499,目白コーポ,55.3,11,18930 days,豊島,2,0,1,1,0,4,3199
500,ニュー田端スカイハイツ,56.6,8.4,13726 days,荒川,2,1,1,1,0,5,3199
501,フォースター浅草今戸,50.19,3.41,1915 days,台東,1,1,1,1,0,4,3199
502,ジェイシティ墨田鐘ヶ淵,69.33,-,6329 days,墨田,3,1,1,1,0,6,3199
504,千歳マンション,58.32,6.64,18109 days,世田谷,3,1,1,1,0,6,3199
506,千歳マンション,58.32,6.48,18109 days,世田谷,3,1,1,1,0,6,3199
507,千歳マンション,58.32,6.48,18109 days,世田谷,3,1,1,1,0,6,3199
512,千歳マンション,58.32,6.48,18109 days,世田谷,3,1,1,1,0,6,3199
515,千歳マンション,58.32,6.48,18109 days,世田谷,3,1,1,1,0,6,3199
516,ヴィルヌーブ石神井公園,77.43,6.11,10954 days,練馬,3,1,1,1,0,6,3200
518,藤和シティホームズ蔵前駅前クレーデルコート,36.82,4.05,5475 days,台東,1,0,1,1,0,3,3240
519,エグザ浅草イースト,40.03,4.59,3071 days,台東,1,1,1,1,0,4,3250
520,高輪ハイツ,33.57,3.4,20147 days,港,1,1,1,1,0,4,3250
521,吾妻橋パーソナルハウス,48.64,3.24,14943 days,墨田,2,1,1,1,0,5,3280
522,吾妻橋パーソナルハウス,48.64,3.24,15003 days,墨田,2,1,1,1,0,5,3280
526,大橋団地久保ビル,56,5.25,17620 days,目黒,1,1,1,1,1,5,3280
528,尾竹橋公園スカイハイツ,70.4,28.65,14668 days,荒川,3,1,1,1,0,6,3280
529,パールグリーン新宿,42.19,-,12599 days,新宿,2,0,1,1,0,4,3280
530,両国緑スカイハイツ,49.52,8.55,13542 days,墨田,3,0,1,1,0,5,3280
531,ベルハイム弦巻,48.54,4.08,13907 days,世田谷,2,1,1,1,0,5,3280
533,レーベンハイム青砥クレフォート,75.16,10.63,5233 days,葛飾,2,1,1,1,1,6,3280
534,サンライズ石神井,54.45,8.25,13938 days,練馬,2,1,1,1,0,5,3280
535,メゾンドール高田馬場,48.33,3.24,17286 days,新宿,1,1,1,1,0,4,3280
541,旗の台サマリヤマンション,44.58,4.25,17651 days,品川,1,1,1,1,0,4,3280
543,ニユーライフマンシヨン木場,61.6,7.84,14060 days,江東,3,1,1,1,0,6,3280
544,【高品質リノベ】ライオンズマンション一之江壱番館,64.35,6.27,8369 days,江戸川,3,1,1,1,0,6,3280
545,業平橋住宅,48.6,4.5,17743 days,墨田,2,0,1,1,0,4,3280
546,ルフォン扇大橋,68.51,12.4,1519 days,足立,3,1,1,1,0,6,3280
551,菱和パレス虎ノ門,22.4,3.36,7363 days,港,1,0,0,1,0,2,3280
552,日商岩井武蔵関マンション,61.6,6.72,16159 days,練馬,3,1,1,1,0,6,3290
553,なぎさニュータウン3号棟,74.2,9.9,15337 days,江戸川,3,1,1,1,0,6,3290
554,シェトワ大森,49.29,-,15674 days,品川,2,1,1,1,0,5,3290
556,サンプラハ第二木場,53.04,5.01,14882 days,江東,1,1,1,1,1,5,3298
557,サンハイツ東十条,57.37,4.59,14821 days,北,2,1,1,1,0,5,3299
558,ハイラーク新赤羽,59.56,7.54,13025 days,北,3,1,1,1,0,6,3299
559,シャルム錦糸町,61.15,7.78,14606 days,墨田,2,1,1,1,0,5,3299
560,フォレステージ石神井公園,64.33,11.55,9465 days,練馬,2,0,1,1,0,4,3299
561,錦糸町グリーンプラザ,42.24,14.76,14547 days,墨田,2,0,1,1,0,4,3299
562,グリーンパーク亀有Ⅲ,61.61,6.82,10926 days,足立,3,1,1,1,0,6,3299
563,リーフハイツ西日暮里,48.19,2.55,12081 days,荒川,2,1,1,1,0,5,3300
564,アルファ下谷,50.82,5.94,11138 days,台東,2,1,1,1,0,5,3300
567,サンヒルズ,77.47,9.45,11411 days,江東,3,1,1,1,0,6,3340
571,ワコーレ田端,48.43,4.83,12995 days,北,2,1,1,1,0,5,3380
573,東建品川南ハイツ,58.8,7.28,13603 days,品川,2,1,1,1,0,5,3380
574,アビテ市ヶ谷仲之町,29.47,2.63,7698 days,新宿,1,0,1,1,0,3,3380
575,ダイナシティ高田馬場,30.03,5.4,3255 days,豊島,1,0,1,1,0,3,3380
576,ジュネシオン小名木,63,6.93,15368 days,江東,3,1,1,1,0,6,3380
577,グランリオ,80.85,11.2,7759 days,足立,4,1,1,1,0,7,3380
578,グランリオ,80.85,11.2,7759 days,足立,4,1,1,1,0,7,3380
580,マルクパージュ北小岩,56.22,7.56,2129 days,江戸川,2,1,1,1,0,5,3380
581,シャリエ金町,66.82,10.05,2219 days,葛飾,3,1,1,1,0,6,3380
583,アビテ市ヶ谷仲之町,29.47,2.63,7698 days,新宿,1,0,0,0,0,1,3380
584,川口アパートメント,40.95,-,20603 days,文京,1,0,1,1,0,3,3380
585,ワコーレ田無,48.43,4.83,12995 days,北,2,1,0,1,0,4,3380
586,塔の山ハイツ,52.91,7.59,18109 days,中野,2,1,1,1,0,5,3380
587,西京城西ビル,56.42,-,20512 days,中野,2,1,1,1,0,5,3380
588,ヴァンクールサウス葛西,68.32,14.73,7454 days,江戸川,3,1,1,1,0,6,3380
589,南阿佐谷ハイツ,47.73,-,17074 days,杉並,2,0,1,1,0,4,3380
590,【リノベーション向き物件！】ジュネシオン小名木,63,6.93,15368 days,江東,3,1,1,1,0,6,3380
592,アールヴェール上石神井,59.14,7.92,9858 days,練馬,2,1,1,1,0,5,3380
594,南阿佐谷ハイツ,47.73,-,17074 days,杉並,2,0,1,1,0,4,3380
595,エヴァーグリーン堀切,71.02,20.36,10195 days,葛飾,3,1,1,1,0,6,3380
596,赤羽シティハイツ,66,6.21,14303 days,北,3,1,1,1,0,6,3380
597,ラ・シャルール北小岩,45.42,9.55,2007 days,江戸川,2,1,1,1,0,5,3380
598,コスモ仲池上,45.63,6.17,10865 days,大田,2,1,1,1,0,5,3380
599,ベルハイム弦巻,48.54,4.08,13907 days,世田谷,2,1,1,1,0,5,3388
601,藤和三軒茶屋コープ,37.39,-,13876 days,世田谷,1,1,1,1,0,4,3390
602,中村橋シティハウス,53.54,5.05,11046 days,練馬,2,1,1,1,0,5,3390
603,トーカンマンション深沢,40.33,6.96,13176 days,世田谷,1,1,1,1,0,4,3390
605,王子サンハイツ,66.81,7.84,14547 days,北,3,1,1,1,0,6,3399
606,グランドメゾン田町,40.02,4.39,13907 days,港,1,1,1,1,0,4,3399
607,綾瀬プルミエ,60.15,9.03,12387 days,足立,3,1,1,1,0,6,3399
608,神楽坂サニーマンション,52.8,5.5,18474 days,文京,2,1,1,1,0,5,3399
609,グランドメゾン田町,40.02,4.39,13907 days,港,1,1,1,1,0,4,3399
611,上北沢ハイネスコーポ,56.69,8.3,18596 days,世田谷,2,1,1,1,0,5,3399
614,王子サンハイツ,66.81,7.84,14547 days,北,3,1,1,1,0,6,3399
615,上北沢ハイネスコーポ,56.69,8.3,18596 days,世田谷,2,1,1,1,0,5,3399
616,アヴァンティーク銀座２丁目弐番館,22.85,2.46,6602 days,中央,1,0,0,1,0,2,3400
617,メゾン・ド・エビス,40.79,3,18535 days,渋谷,1,1,1,1,0,4,3400
618,ライオンズマンション日暮里第2,60.19,5.28,13573 days,台東,3,0,1,1,0,5,3400
621,セントラルコート新小岩,68.93,26.64,9404 days,葛飾,3,1,1,1,0,6,3450
622,シャンノール綾瀬,68.58,8.93,9068 days,足立,2,1,1,1,0,5,3450
623,高井戸第二ハイホーム,47.21,8.55,15794 days,杉並,2,1,1,1,0,5,3480
624,田園アカデミーマンション,68.87,6.3,19081 days,大田,3,1,1,1,0,6,3480
625,秀和五反田駅前レジデンス,33,5.5,15337 days,品川,1,0,1,1,0,3,3480
626,ＧＳハイム中野南台,49.98,5.1,13390 days,中野,2,1,1,1,0,5,3480
628,高井戸第二ハイホーム,47.21,8.55,15794 days,杉並,2,1,1,1,0,5,3480
631,田園アカデミーマンション,68.87,6.3,19081 days,大田,3,1,1,1,0,6,3480
632,パイロットハウス北新宿,53.39,4.5,15490 days,新宿,2,1,1,1,0,5,3480
633,馬事公苑南サンハイツ,56.05,9.5,14851 days,世田谷,3,1,1,1,0,6,3480
634,ジョイフル門前仲町第１,55.84,7.02,15187 days,江東,1,1,1,1,0,4,3480
635,サンハイツ早稲田,46.88,3.82,15978 days,新宿,1,1,1,1,1,5,3480
636,高井戸第二ハイホーム,47.21,8.55,15794 days,杉並,2,1,1,1,0,5,3480
637,青砥東パーク・ホームズ,61.76,9.55,9493 days,葛飾,3,1,1,1,0,6,3480
639,朝日エンブレム奥沢,30.25,5.78,8946 days,世田谷,1,0,1,1,0,3,3480
641,【ARISE】コスモ二子玉川,61.43,2.4,12660 days,世田谷,3,1,1,1,0,6,3480
643,ジョイフル門前仲町第１,55.84,7.02,15187 days,江東,1,1,1,1,0,4,3480
645,北葛西パーク・ホームズ,68.71,7.35,9708 days,江戸川,3,1,1,1,0,6,3480
646,マイキャッスル北千住,58.72,10.56,8946 days,足立,2,1,1,1,1,6,3480
648,高井戸第二ハイホーム,47.21,8.55,15794 days,杉並,2,1,1,1,0,5,3480
649,レクセルアベニュー西新井,80.6,14.78,6206 days,足立,3,1,1,1,0,6,3480
650,アンビシャス綾瀬,66.24,11.16,4410 days,足立,3,1,1,1,0,6,3480
651,レクセルマンション王子神谷,57.72,8.59,7912 days,北,2,1,1,1,0,5,3480
652,コスモ青砥,75.74,7.67,11595 days,葛飾,3,1,1,1,0,6,3480
653,石神井公園パーク・ホームズ,65.28,15.82,12507 days,練馬,3,1,1,1,0,6,3480
654,インフィニティ渋谷山手,31.66,4.08,8459 days,渋谷,1,0,1,1,0,3,3480
655,クレール御殿山,42.6,12.57,14606 days,品川,1,1,1,1,0,4,3480
656,中馬込ハイツ,55,6.6,17528 days,大田,3,0,1,1,0,5,3480
658,ニックハイム東陽町,51.41,5.01,15278 days,江東,1,1,1,1,0,4,3480
659,【本日ご見学可能です】東大島ハイライズ,66,21.96,14091 days,江東,3,1,1,1,0,6,3480
660,クレストフォルム青砥グランデッツァ,77.62,11,6268 days,葛飾,3,1,1,1,0,6,3480
661,朝日エンブレム奥沢,30.25,5.78,8946 days,世田谷,1,0,1,1,0,3,3480
662,木場サニータウン,66.7,6.96,13907 days,江東,2,1,1,1,1,6,3480
663,タカシマ桜ヶ丘マンション,38.25,3.8,16039 days,渋谷,1,0,0,0,0,1,3480
664,マイキャッスル北千住,58.72,10.56,8946 days,足立,2,1,1,1,1,6,3480
665,ライオンズマンション大森,58.3,3.71,15552 days,品川,1,1,1,1,1,5,3480
666,ベルザ南麻布,29.78,4.4,8734 days,港,1,1,1,1,0,4,3480
667,クレヴィア住吉扇橋,35.44,4.12,727 days,江東,1,1,1,1,0,4,3480
669,ライオンズマンション葛西,72.9,5.94,13298 days,江戸川,3,1,1,1,0,6,3480
671,ニュー恵比寿フラワーマンション,47.7,6.36,18565 days,渋谷,2,1,1,1,0,5,3488
672,ニュー恵比寿フラワーマンション,47.7,6.36,18565 days,渋谷,2,1,1,1,0,5,3488
673,ランドステージ墨田ブライトスクエア,53.39,-,3590 days,墨田,2,1,1,1,0,5,3490
674,【本日ご見学可能です】なぎさニュータウン7号棟,70.74,9.75,16067 days,江戸川,3,1,1,1,0,6,3490
675,ヴェラハイツ門前仲町,47.36,6,14851 days,江東,2,0,1,1,0,4,3490
676,西小山フラワーハイツ,48.14,2.65,16067 days,品川,1,1,1,1,0,4,3490
677,ライオンズマンション西五反田,45.63,3.78,14912 days,品川,2,1,1,1,0,5,3490
678,ヴェラハイツ門前仲町,47.36,6,14668 days,江東,2,0,1,1,0,4,3490
679,なぎさニュータウン　７号棟,70.74,9.75,16098 days,江戸川,3,1,1,1,0,6,3490
681,マツク千歳烏山コート,48.33,3.78,13390 days,世田谷,2,1,1,1,0,5,3490
682,マイファリエ長崎,69.15,4.5,10895 days,豊島,2,1,1,1,0,5,3495
683,マイファリエ長崎,69.15,4.5,10895 days,豊島,2,1,1,1,0,5,3495
684,御殿山第1コーポラス,37.4,-,18535 days,品川,1,1,1,1,0,4,3499
687,ナイスアーバン東陽町仙台堀川公園,66.85,9.6,10560 days,江東,2,1,1,1,1,6,3499
688,エンゼルハイム石神井公園壱番館,61.6,6.57,9616 days,練馬,3,1,1,1,0,6,3499
689,目黒ハイホーム,43.58,3.59,19020 days,品川,1,1,1,1,0,4,3499
690,マーランド貫井,86.76,9.46,10895 days,練馬,3,1,1,1,0,6,3499
691,目黒ハイホーム,43.58,3.59,18716 days,品川,1,1,1,1,0,4,3499
692,御殿山第一コーポラス,37.4,-,18535 days,品川,1,1,1,1,0,4,3499
693,新大塚共同住宅,46.81,4.1,17378 days,豊島,2,0,1,1,0,4,3499
694,サンライフ池田山,42.11,3.27,14637 days,品川,2,1,1,1,0,5,3499
696,ミオカステーロ世田谷赤堤,38.7,3.74,6177 days,世田谷,1,1,1,1,0,4,3500
698,秀和第一南平台レジデンス,40.5,4.15,18930 days,渋谷,1,1,1,1,0,4,3540
699,秀和第一南平台レジデンス,40.5,3,18930 days,渋谷,1,1,1,1,0,4,3540
700,サンパークマンション鶯谷,60.08,-,14912 days,台東,3,1,1,1,0,6,3550
701,ジョイア上野毛,73.33,13.99,14851 days,世田谷,3,1,1,1,0,6,3580
703,ミオカステーロ堀切菖蒲園,69.42,15.96,4685 days,葛飾,3,1,1,1,0,6,3580
704,ベルググランデ青戸,70.74,9.71,10560 days,葛飾,2,1,1,1,1,6,3580
705,中目黒フラワーマンション,38.38,2.75,19447 days,目黒,1,1,1,1,0,4,3580
706,秀和第２多摩川レジデンス,62.1,17.29,14759 days,大田,3,1,1,1,0,6,3580
707,トーア駒込マンション,44.55,6.06,15643 days,豊島,1,1,1,1,0,4,3580
708,秀和東陽町レジデンス,55.32,17.4,17620 days,江東,2,1,1,1,0,5,3580
709,アクトピア石神井公園Ⅰ,68.02,14.61,10895 days,練馬,2,1,1,1,0,5,3580
711,サンクタスデュオ,60.43,-,8185 days,新宿,1,1,1,1,0,4,3580
712,秀和第２多摩川レジデンス,62.1,17.29,14759 days,大田,3,1,1,1,0,6,3580
713,成城ハウス,81.78,-,19355 days,世田谷,3,1,1,1,0,6,3580
714,グローリア初穂高田馬場,42,2.8,13025 days,豊島,1,1,1,1,0,4,3580
715,ジョイア上野毛,73.33,13.99,14851 days,世田谷,3,1,1,1,0,6,3580
716,成城ハウス,81.78,-,19355 days,世田谷,3,1,1,1,0,6,3580
717,グローリア初穂高田馬場,42,2.8,13025 days,豊島,1,1,1,1,0,4,3580
720,朝日上野マンション,35.2,3.09,7973 days,台東,1,0,0,0,0,1,3580
721,秀和第２多摩川レジデンス,62.1,17.29,14759 days,大田,3,1,1,1,0,6,3580
723,オーベルジュ日本橋,31.02,6.8,6206 days,中央,1,0,0,1,0,2,3580
724,エンゼルピュア多摩川弐番館,63.97,11.8,7698 days,大田,3,1,1,1,0,6,3580
725,グランフォーレ北綾瀬,64.1,10.64,4624 days,足立,3,1,1,1,0,6,3580
726,レーベンハイム北千住ウェルトゥーナ,65.27,12.84,5690 days,足立,3,1,1,1,0,6,3580
727,大森駅前住宅2号棟,56.33,3.92,18382 days,品川,2,1,1,1,0,5,3590
728,越中島三丁目ハイツ,60.77,9.31,14943 days,江東,3,0,1,1,0,5,3590
729,メゾン・ド・ヴィレ日本橋中洲,40.48,4,6936 days,中央,1,0,0,1,0,2,3590
731,コスモ城北中央公園,67.33,8.21,12295 days,練馬,3,1,1,1,0,6,3590
733,レーヴリーズ西新井,64.14,7.81,2525 days,足立,2,1,1,1,1,6,3590
734,ルネ豊玉,74.49,8.28,16951 days,練馬,3,1,1,1,0,6,3598
735,方南ファミリーコーポ,58.26,-,18017 days,杉並,2,1,1,1,0,5,3599
736,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
737,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
738,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
739,自由ヶ丘第５マンション,46.44,5.4,15552 days,目黒,2,0,1,1,0,4,3599
740,大森北一ハイツ,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
741,飯田グループの窓口対応　～大森北一ハイツ～,51.83,6.53,15429 days,大田,2,1,1,1,0,5,3599
742,上石神井ハイム　４号棟,80.8,9,17013 days,練馬,3,1,1,1,0,6,3600
743,メゾン・ド・ヴィレ浅草橋,45.84,2.86,8369 days,台東,1,0,1,1,0,3,3630
744,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
745,イトーピア東陽町,56.56,6.72,15187 days,江東,3,1,1,1,0,6,3680
746,マンションロックハイツ,56.33,3.36,18565 days,中野,1,1,1,1,0,4,3680
747,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
748,ヴェラハイツ大森,65.2,6.75,12112 days,品川,2,1,1,1,0,5,3680
750,ダイアパレス幡ヶ谷,44.28,5.4,13268 days,渋谷,1,1,1,1,0,4,3680
751,ハイマート入谷,54.24,4.77,12872 days,台東,2,1,1,1,0,5,3680
753,ダイアパレス幡ヶ谷,44.28,5.4,13268 days,渋谷,1,1,1,1,0,4,3680
754,秀和目黒駅前レジデンス,38,4,17712 days,品川,1,0,1,1,0,3,3680
755,ヴェラハイツ大森,65.2,6.75,12112 days,品川,2,1,1,1,0,5,3680
757,シティ音羽,29.76,-,12903 days,文京,1,1,1,1,0,4,3680
758,第３２宮庭マンション,47.39,4.05,13876 days,新宿,1,1,1,1,0,4,3680
760,パイロットハウス東陽町,55.18,6.65,15460 days,江東,3,1,1,1,0,6,3680
763,アクシルコート新大橋,43.84,3.74,11319 days,墨田,1,1,1,1,0,4,3680
764,青葉台マンション,47.1,6.16,19081 days,目黒,1,1,1,1,0,4,3680
765,文京目白台ハイツ,54.85,5.48,14060 days,文京,2,1,1,1,0,5,3680
767,ライオンズ東大島リバーフィールド,70,19.54,4410 days,江東,3,1,1,1,0,6,3680
768,ローズハイツ仙台坂,66,23.58,15187 days,品川,1,1,1,1,0,4,3680
769,アクシルコート新大橋,43.84,3.74,11107 days,墨田,1,1,1,1,0,4,3680
770,グランドコート中野,54.85,12.93,10254 days,中野,3,0,1,1,0,5,3680
771,赤羽シティハイツ,68.01,7.89,14303 days,北,3,1,1,1,0,6,3680
773,北千住公園パーク・ホームズ,60.65,8.5,12387 days,足立,3,1,1,1,0,6,3680
774,スターハイツ八幡山,54.4,20.42,13145 days,世田谷,2,1,1,1,0,5,3688
775,スターハイツ八幡山,54.4,20.42,13145 days,世田谷,2,1,1,1,0,5,3688
776,スターハイツ八幡山,54.4,-,13145 days,世田谷,2,1,1,1,0,5,3688
777,ネオコーポ南馬込,61.6,7.84,15582 days,大田,3,1,1,1,0,6,3690
778,【駅近×リノベーション×新耐震基準】生活環境の整った…,61.6,7.84,15582 days,大田,3,1,1,1,0,6,3690
779,中央ビルディング,48,5.88,16098 days,中央,1,1,1,1,0,4,3690
780,南砂住宅２号棟,60.65,5.39,16921 days,江東,3,1,1,1,0,6,3690
781,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
782,ワコーレ小石川マンション,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
783,ワコーレ小石川マンション,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3698
784,トーア辰巳マンション,71.48,9.19,14912 days,江東,3,1,1,1,0,6,3698
785,大島スカイハイツ,61.6,7.6,15309 days,江東,3,1,1,1,0,6,3698
786,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
787,中野中央コーポ,54.29,8.71,18109 days,中野,2,1,1,1,1,6,3699
788,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
789,日興パレス日本橋,43.33,3.96,14821 days,中央,1,1,1,1,0,4,3699
790,小日向ハイツ,62.09,3.24,17620 days,文京,2,1,1,1,0,5,3699
791,リベール綾瀬　,69.34,9.12,7485 days,足立,3,1,1,1,0,6,3699
792,スターハイツ駒場東大前,47.48,-,13451 days,目黒,1,1,1,1,0,4,3700
793,スターハイツ駒場東大前,47.48,-,13451 days,目黒,1,1,1,1,0,4,3700
794,サンシティアヴァンツァーレ文京本郷,34.08,8.52,7089 days,文京,1,0,0,1,0,2,3730
795,サンシティアヴァンツァーレ文京本郷　,34.08,8.52,7089 days,文京,1,0,0,1,0,2,3730
796,メゾン文京関口ＩＩ,41.49,3.24,11199 days,文京,1,1,1,1,0,4,3750
798,グランステューディオ市ヶ谷薬王寺１,35.51,3.69,6177 days,新宿,1,0,1,1,0,3,3750
800,パルス小岩アネスタージュ,74.66,8.32,4229 days,江戸川,3,1,1,1,0,6,3760
801,経堂パークホームズ,56.93,20.32,13482 days,世田谷,2,1,1,1,0,5,3770
802,ライオンズプラザお茶の水,32.4,7.96,13848 days,文京,1,1,1,1,0,4,3780
803,レジェンド押上,68.83,4.32,10499 days,墨田,2,1,1,1,0,5,3780
805,ワコーレ小石川,41.82,5.52,13482 days,文京,1,1,1,1,0,4,3780
806,ダイナシティ高円寺,32.86,3.72,5871 days,杉並,1,1,1,1,0,4,3780
